Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Non-Travel,1036,Support,47,3,Life Sciences,1,862,3,Female,37,3,4,Laboratory Technician,3,Married,26902,699452,3,Y,No,29,2,1,80,1,34,4,2,16,5,3,13
25,No,Travel_Rarely,443,Support,10,2,Life Sciences,1,863,2,Male,48,4,1,Research Scientist,2,Divorced,17900,447500,2,Y,Yes,11,3,2,80,1,19,6,4,7,2,4,2
33,Yes,Travel_Frequently,1196,Software,7,4,Life Sciences,1,864,3,Female,98,4,5,Sales Representative,2,Married,12974,363272,7,Y,No,3,3,1,80,4,22,1,1,21,12,13,7
30,No,Travel_Rarely,232,Research & Development,27,3,Life Sciences,1,865,3,Female,172,1,5,Research Scientist,2,Divorced,7759,232770,8,Y,No,2,3,3,80,3,17,1,4,7,7,6,5
19,No,Travel_Frequently,390,Human Resources,35,5,Other,1,866,3,Female,122,3,4,Research Scientist,1,Divorced,6385,76620,6,Y,Yes,17,1,4,80,2,28,3,2,19,16,8,14
53,No,Non-Travel,285,Hardware,32,5,Medical,1,867,2,Male,69,2,5,Developer,3,Divorced,37226,893424,6,Y,Yes,12,4,1,80,1,15,6,2,11,10,11,3
52,Yes,Travel_Rarely,1093,Human Resources,9,4,Technical Degree,1,868,4,Male,43,4,2,Laboratory Technician,4,Single,35508,497112,3,Y,No,27,3,1,80,3,35,4,4,13,5,2,12
37,Yes,Travel_Rarely,1164,Software,11,3,Marketing,1,869,1,Male,145,4,1,Research Scientist,3,Married,21209,21209,1,Y,Yes,27,1,2,80,2,28,2,1,1,1,1,1
37,No,Travel_Frequently,302,Software,30,2,Other,1,870,2,Male,195,1,1,Sales Executive,2,Single,6003,114057,0,Y,No,17,4,4,80,3,25,2,2,25,5,12,6
18,Yes,Non-Travel,507,Human Resources,18,3,Medical,1,871,1,Male,92,4,4,Healthcare Representative,2,Single,9141,127974,5,Y,Yes,45,4,4,80,3,21,5,1,3,1,1,3
21,No,Travel_Rarely,684,Software,49,2,Technical Degree,1,872,2,Female,31,4,1,Manager,1,Married,3037,78962,5,Y,Yes,21,2,2,80,1,37,3,4,31,7,26,8
37,No,Travel_Rarely,905,Sales,1,1,Human Resources,1,873,4,Female,174,4,5,Sales Executive,3,Single,26945,673625,8,Y,No,19,2,2,80,2,32,5,1,29,16,16,11
58,Yes,Travel_Rarely,974,Human Resources,39,3,Technical Degree,1,874,4,Male,165,4,4,Research Director,4,Married,24168,120840,3,Y,Yes,40,1,1,80,1,21,4,1,21,14,5,18
28,No,Travel_Frequently,637,Sales,33,2,Marketing,1,875,2,Female,122,4,5,Manager,4,Divorced,50452,1513560,6,Y,Yes,10,4,1,80,4,26,2,3,20,18,7,18
25,Yes,Travel_Frequently,262,Hardware,15,2,Technical Degree,1,876,2,Female,51,4,5,Sales Executive,3,Married,10088,110968,1,Y,No,30,3,4,80,2,8,2,1,3,2,1,3
32,No,Travel_Frequently,1026,Research & Development,20,4,Marketing,1,877,4,Male,79,2,3,Research Director,2,Divorced,21192,233112,6,Y,Yes,10,4,1,80,4,36,1,1,10,2,10,10
50,Yes,Travel_Rarely,704,Human Resources,10,4,Human Resources,1,878,2,Female,79,1,5,Laboratory Technician,1,Single,2893,78111,4,Y,Yes,25,4,1,80,2,35,3,1,27,13,10,22
27,No,Travel_Rarely,1479,Sales,6,3,Other,1,879,4,Female,53,1,2,Manager,1,Divorced,28013,476221,0,Y,Yes,8,4,1,80,4,39,6,1,31,4,29,18
40,Yes,Travel_Frequently,569,Sales,39,2,Marketing,1,880,3,Female,150,4,4,Laboratory Technician,3,Divorced,24091,626366,2,Y,No,3,3,4,80,2,5,4,2,3,1,3,1
46,No,Travel_Rarely,1252,Sales,48,3,Marketing,1,881,4,Male,162,2,1,Manager,4,Divorced,40456,80912,7,Y,Yes,43,1,3,80,1,3,3,4,2,1,2,2
40,No,Non-Travel,681,Human Resources,19,4,Medical,1,882,2,Female,184,1,3,Manager,4,Single,27014,162084,2,Y,Yes,32,2,1,80,2,14,3,4,5,4,1,5
37,Yes,Travel_Rarely,714,Research & Development,11,5,Human Resources,1,883,3,Male,103,1,5,Healthcare Representative,1,Divorced,42322,465542,4,Y,No,18,2,1,80,3,11,6,4,1,1,1,1
60,No,Travel_Rarely,1463,Human Resources,18,2,Technical Degree,1,884,3,Female,172,3,3,Manufacturing Director,1,Divorced,40842,694314,7,Y,Yes,37,2,2,80,1,33,2,2,32,15,5,31
51,No,Travel_Rarely,848,Support,17,3,Human Resources,1,885,3,Male,46,3,3,Human Resources,2,Married,26375,105500,5,Y,Yes,28,3,2,80,3,8,1,2,7,7,4,3
32,Yes,Travel_Rarely,323,Software,21,2,Life Sciences,1,886,4,Female,180,2,5,Manager,4,Married,35908,107724,0,Y,Yes,37,1,1,80,3,19,2,3,19,2,8,10
31,No,Travel_Frequently,1459,Software,16,4,Technical Degree,1,887,1,Male,97,4,5,Manager,2,Single,23613,519486,3,Y,No,27,2,2,80,2,13,5,1,6,5,5,1
33,No,Non-Travel,929,Research & Development,1,5,Other,1,888,3,Male,60,1,4,Healthcare Representative,4,Divorced,2479,66933,5,Y,Yes,32,3,3,80,2,33,2,2,2,2,2,1
32,No,Travel_Rarely,341,Support,17,2,Life Sciences,1,889,3,Female,113,3,4,Manager,2,Married,3053,76325,3,Y,Yes,7,4,4,80,1,38,3,1,12,8,7,11
33,Yes,Non-Travel,1369,Support,21,3,Marketing,1,890,2,Female,46,1,3,Research Director,3,Divorced,47710,1383590,3,Y,No,48,2,4,80,4,26,2,4,10,6,6,2
19,Yes,Travel_Frequently,161,Sales,50,5,Human Resources,1,891,1,Male,159,1,5,Human Resources,3,Single,40450,889900,0,Y,No,24,3,4,80,4,22,3,3,21,14,4,19
55,Yes,Non-Travel,1457,Research & Development,30,3,Life Sciences,1,892,1,Female,189,2,4,Sales Executive,4,Divorced,27942,502956,3,Y,No,10,2,1,80,4,9,4,1,2,1,1,1
23,No,Non-Travel,805,Research & Development,9,5,Marketing,1,893,1,Male,79,2,3,Manager,2,Married,16910,16910,3,Y,Yes,27,4,4,80,3,3,1,1,3,1,2,3
36,No,Travel_Rarely,1115,Support,43,4,Human Resources,1,894,1,Female,63,2,2,Laboratory Technician,3,Married,46038,276228,8,Y,Yes,24,3,3,80,4,13,3,3,7,6,5,4
31,No,Travel_Rarely,1461,Human Resources,21,1,Marketing,1,895,1,Male,76,4,2,Sales Representative,1,Married,20819,582932,2,Y,Yes,16,4,4,80,1,1,6,3,1,1,1,1
23,Yes,Non-Travel,1341,Hardware,50,4,Other,1,896,3,Male,43,1,2,Laboratory Technician,2,Married,5950,65450,5,Y,Yes,45,4,2,80,1,3,5,4,3,2,3,3
26,Yes,Travel_Rarely,679,Software,13,3,Other,1,897,4,Male,179,2,2,Sales Representative,2,Divorced,39026,234156,1,Y,Yes,31,3,4,80,2,40,2,4,14,11,10,3
26,Yes,Travel_Rarely,1413,Support,25,2,Other,1,898,3,Male,189,3,3,Developer,2,Divorced,29202,350424,4,Y,Yes,16,3,4,80,4,23,6,3,21,6,18,19
53,Yes,Travel_Frequently,1183,Hardware,8,1,Human Resources,1,899,2,Male,77,4,3,Sales Executive,3,Divorced,35728,214368,6,Y,No,40,2,3,80,4,21,2,2,5,1,5,2
22,Yes,Travel_Rarely,356,Human Resources,35,2,Marketing,1,900,3,Female,177,3,2,Sales Representative,2,Married,50465,353255,1,Y,Yes,6,1,2,80,2,36,2,1,9,4,8,5
59,No,Travel_Frequently,1356,Software,44,5,Other,1,901,3,Male,170,4,2,Manager,4,Married,29981,329791,4,Y,Yes,16,4,3,80,1,24,2,1,13,9,3,8
27,No,Non-Travel,1205,Human Resources,21,4,Human Resources,1,902,1,Male,163,3,4,Manufacturing Director,3,Single,21931,307034,1,Y,No,15,2,1,80,3,29,3,2,13,12,5,10
30,Yes,Non-Travel,502,Support,7,5,Human Resources,1,903,2,Female,117,4,3,Developer,1,Single,45291,135873,1,Y,No,4,3,3,80,2,4,2,3,3,2,2,3
45,Yes,Travel_Frequently,174,Sales,13,3,Other,1,904,1,Male,117,1,1,Manufacturing Director,2,Married,18660,410520,5,Y,No,10,3,2,80,4,28,1,4,21,11,3,19
57,No,Travel_Frequently,502,Hardware,21,5,Other,1,905,1,Male,88,1,5,Manager,3,Single,17200,292400,3,Y,No,39,1,3,80,1,9,5,1,5,5,5,5
40,No,Travel_Frequently,614,Human Resources,15,4,Life Sciences,1,906,4,Male,166,1,5,Sales Executive,3,Single,49588,495880,6,Y,Yes,13,2,2,80,1,19,1,1,1,1,1,1
38,Yes,Non-Travel,839,Human Resources,43,5,Other,1,907,4,Female,52,4,5,Sales Representative,2,Married,7331,95303,7,Y,No,29,2,3,80,3,22,6,1,1,1,1,1
59,No,Non-Travel,921,Hardware,20,4,Marketing,1,908,1,Male,73,4,1,Healthcare Representative,2,Married,41393,1159004,8,Y,Yes,45,3,3,80,1,37,5,4,26,5,15,15
34,No,Travel_Frequently,1142,Hardware,34,5,Other,1,909,1,Female,188,2,5,Laboratory Technician,2,Married,34800,487200,5,Y,Yes,2,3,4,80,4,1,4,4,1,1,1,1
32,Yes,Travel_Rarely,1190,Hardware,49,2,Technical Degree,1,910,1,Male,155,3,2,Laboratory Technician,1,Single,24891,522711,7,Y,Yes,27,3,1,80,2,38,1,1,28,1,9,5
51,Yes,Travel_Rarely,514,Hardware,44,2,Medical,1,911,3,Female,34,4,3,Sales Representative,3,Married,48468,1066296,3,Y,Yes,8,3,1,80,4,21,2,1,12,1,12,5
42,Yes,Travel_Frequently,900,Software,4,1,Life Sciences,1,912,4,Female,120,2,3,Human Resources,1,Single,16170,468930,1,Y,No,47,2,4,80,2,37,1,2,29,26,23,3
41,Yes,Travel_Rarely,1484,Hardware,27,3,Human Resources,1,913,3,Male,81,1,2,Laboratory Technician,3,Divorced,25930,103720,8,Y,No,37,1,1,80,1,19,3,3,2,2,2,2
18,No,Travel_Frequently,894,Hardware,10,1,Life Sciences,1,914,3,Male,98,3,2,Manufacturing Director,1,Married,47127,1413810,7,Y,No,37,1,2,80,2,16,6,1,1,1,1,1
53,No,Travel_Rarely,153,Support,31,1,Technical Degree,1,915,4,Male,90,1,3,Laboratory Technician,4,Single,47715,668010,8,Y,Yes,30,4,4,80,3,26,4,1,4,2,4,2
33,Yes,Travel_Rarely,855,Research & Development,48,5,Medical,1,916,3,Female,109,3,2,Sales Representative,4,Married,12617,201872,0,Y,No,42,3,3,80,4,19,5,1,8,6,6,7
50,No,Travel_Rarely,493,Hardware,36,2,Medical,1,917,4,Female,129,3,1,Healthcare Representative,3,Single,7614,53298,2,Y,Yes,12,4,1,80,2,9,6,1,4,2,3,2
32,Yes,Non-Travel,642,Software,38,2,Marketing,1,918,2,Female,74,4,4,Manufacturing Director,3,Single,13878,346950,4,Y,Yes,35,2,3,80,1,30,4,2,14,7,7,7
33,No,Travel_Frequently,1437,Support,13,2,Technical Degree,1,919,2,Female,89,3,1,Sales Representative,4,Married,32572,130288,3,Y,Yes,8,4,3,80,2,35,3,4,34,17,23,4
57,Yes,Travel_Frequently,184,Research & Development,2,1,Technical Degree,1,920,4,Female,138,4,3,Healthcare Representative,4,Divorced,40447,40447,7,Y,No,5,3,1,80,2,28,2,3,27,19,26,9
19,Yes,Travel_Rarely,1030,Software,49,5,Life Sciences,1,921,2,Male,149,4,3,Sales Executive,4,Divorced,48099,577188,8,Y,Yes,40,4,3,80,2,3,2,4,3,3,2,2
18,Yes,Travel_Rarely,1396,Sales,34,3,Technical Degree,1,922,2,Female,79,2,4,Research Director,3,Married,45232,588016,0,Y,No,36,2,2,80,4,26,2,4,12,7,3,5
40,No,Travel_Rarely,607,Human Resources,50,4,Life Sciences,1,923,3,Female,92,1,2,Developer,3,Single,37618,1015686,6,Y,Yes,32,1,3,80,2,8,6,1,4,2,4,4
28,No,Non-Travel,510,Support,32,2,Marketing,1,924,1,Female,35,2,4,Research Scientist,4,Single,29932,538776,1,Y,Yes,25,4,2,80,2,10,5,2,8,2,8,5
60,No,Travel_Rarely,720,Software,22,1,Life Sciences,1,925,2,Female,39,1,1,Human Resources,2,Single,6697,140637,1,Y,Yes,15,4,1,80,3,10,3,4,2,1,1,2
31,Yes,Non-Travel,202,Sales,44,4,Medical,1,926,1,Female,50,1,1,Manufacturing Director,2,Single,20507,287098,8,Y,No,1,2,3,80,1,31,3,2,14,4,6,7
24,No,Non-Travel,517,Human Resources,28,2,Marketing,1,927,2,Female,58,4,4,Sales Executive,1,Divorced,25606,102424,0,Y,No,22,3,1,80,1,26,1,3,4,4,2,1
40,Yes,Travel_Rarely,1190,Research & Development,24,1,Medical,1,928,4,Male,80,1,5,Laboratory Technician,4,Single,24866,348124,4,Y,No,38,2,3,80,2,17,1,2,16,7,11,3
48,Yes,Non-Travel,1385,Software,8,2,Medical,1,929,2,Male,111,1,2,Research Director,3,Divorced,36127,794794,5,Y,No,43,4,3,80,3,5,2,2,1,1,1,1
23,No,Travel_Frequently,585,Hardware,44,1,Other,1,930,1,Male,87,1,4,Research Scientist,3,Married,27470,109880,3,Y,No,27,4,2,80,3,8,3,2,1,1,1,1
40,No,Travel_Frequently,640,Support,47,5,Other,1,931,1,Male,112,1,5,Human Resources,1,Divorced,21058,379044,8,Y,Yes,1,1,3,80,2,13,5,4,7,3,7,4
27,No,Non-Travel,786,Research & Development,10,1,Technical Degree,1,932,1,Female,65,1,4,Healthcare Representative,3,Married,38041,989066,4,Y,Yes,16,3,3,80,2,3,6,1,2,1,1,2
25,Yes,Travel_Rarely,619,Software,3,1,Life Sciences,1,933,2,Male,91,4,3,Laboratory Technician,3,Single,47359,615667,8,Y,No,1,1,1,80,4,30,6,2,20,14,17,9
26,Yes,Travel_Frequently,884,Sales,44,3,Human Resources,1,934,4,Female,57,4,4,Developer,4,Divorced,24053,288636,2,Y,No,44,1,3,80,4,7,5,1,6,4,4,5
27,No,Travel_Rarely,1415,Software,17,2,Marketing,1,935,3,Female,165,3,5,Sales Representative,4,Single,6355,101680,6,Y,No,31,2,2,80,2,38,2,2,8,6,4,8
39,No,Travel_Rarely,277,Research & Development,49,5,Other,1,936,4,Female,101,1,1,Sales Executive,1,Married,19208,441784,3,Y,No,27,3,1,80,4,10,5,2,7,4,7,4
51,No,Travel_Rarely,521,Human Resources,1,2,Life Sciences,1,937,2,Male,47,1,1,Healthcare Representative,2,Married,36960,887040,4,Y,Yes,49,3,3,80,1,8,1,4,6,2,4,5
44,Yes,Non-Travel,1149,Hardware,4,2,Life Sciences,1,938,3,Female,70,1,4,Laboratory Technician,1,Divorced,12570,201120,3,Y,Yes,28,3,4,80,2,7,4,3,6,5,4,2
37,No,Travel_Rarely,553,Support,20,4,Marketing,1,939,2,Female,98,4,3,Laboratory Technician,3,Married,30335,151675,3,Y,No,4,1,4,80,3,17,5,3,4,4,4,4
54,No,Non-Travel,1028,Research & Development,23,3,Medical,1,940,1,Male,105,1,1,Sales Executive,4,Single,35552,1066560,5,Y,No,1,1,2,80,2,15,2,2,5,5,3,4
20,Yes,Non-Travel,1371,Support,10,5,Life Sciences,1,941,1,Male,163,4,3,Healthcare Representative,2,Married,26937,80811,1,Y,Yes,5,3,1,80,3,22,2,4,4,4,2,4
38,No,Travel_Frequently,574,Human Resources,8,1,Human Resources,1,942,1,Female,167,2,4,Sales Executive,3,Divorced,26442,766818,8,Y,Yes,23,4,3,80,2,1,6,2,1,1,1,1
27,No,Travel_Frequently,895,Research & Development,39,5,Marketing,1,943,1,Female,149,3,1,Healthcare Representative,1,Divorced,29384,440760,1,Y,No,6,4,1,80,4,33,3,2,24,8,13,5
55,No,Travel_Rarely,301,Hardware,46,3,Technical Degree,1,944,3,Male,179,3,4,Sales Executive,3,Single,14657,410396,5,Y,Yes,10,2,4,80,3,26,6,3,1,1,1,1
54,Yes,Travel_Rarely,1252,Human Resources,33,2,Medical,1,945,4,Female,40,3,5,Manufacturing Director,2,Divorced,17079,68316,5,Y,No,42,1,4,80,2,29,1,2,24,10,18,5
59,No,Non-Travel,896,Hardware,9,2,Marketing,1,946,3,Female,33,1,5,Research Director,4,Married,29411,294110,0,Y,Yes,28,1,3,80,4,19,5,1,1,1,1,1
29,Yes,Travel_Frequently,406,Sales,38,3,Marketing,1,947,4,Male,154,1,5,Research Director,4,Divorced,11030,99270,3,Y,No,33,2,3,80,1,24,6,1,22,17,11,13
34,No,Travel_Frequently,1129,Human Resources,36,1,Other,1,948,4,Male,182,2,4,Research Scientist,2,Married,49979,1249475,5,Y,Yes,10,2,3,80,4,24,1,1,20,17,3,12
39,No,Non-Travel,239,Research & Development,13,5,Technical Degree,1,949,2,Male,94,4,5,Manager,3,Married,49802,1444258,4,Y,Yes,32,1,1,80,1,3,4,3,1,1,1,1
41,Yes,Non-Travel,329,Hardware,26,2,Medical,1,950,4,Female,126,4,3,Research Director,3,Single,27260,572460,8,Y,Yes,2,3,1,80,2,35,4,1,32,25,21,24
51,No,Travel_Frequently,736,Software,16,4,Marketing,1,951,4,Male,198,3,1,Laboratory Technician,2,Married,50039,400312,3,Y,Yes,29,1,2,80,1,35,1,1,4,1,4,4
56,Yes,Travel_Frequently,118,Support,46,1,Medical,1,952,3,Female,197,2,4,Research Scientist,3,Single,18809,18809,7,Y,No,0,2,1,80,1,39,3,3,13,3,11,13
36,No,Travel_Rarely,720,Support,36,4,Other,1,953,1,Male,90,1,5,Laboratory Technician,1,Married,37494,637398,7,Y,Yes,15,3,4,80,2,22,2,2,5,5,4,5
34,Yes,Travel_Rarely,458,Software,12,5,Life Sciences,1,954,2,Female,121,3,5,Sales Executive,3,Married,42032,252192,8,Y,Yes,15,2,3,80,1,7,6,1,1,1,1,1
47,No,Non-Travel,717,Software,17,4,Human Resources,1,955,2,Male,106,4,3,Sales Executive,1,Divorced,47005,752080,0,Y,Yes,29,2,1,80,4,11,3,3,3,3,2,2
22,Yes,Non-Travel,828,Sales,15,2,Life Sciences,1,956,1,Female,187,1,2,Sales Representative,4,Divorced,12744,369576,0,Y,No,37,4,2,80,2,32,4,2,25,13,25,25
60,No,Non-Travel,1075,Human Resources,50,2,Technical Degree,1,957,3,Male,109,2,1,Manager,3,Single,2356,18848,5,Y,No,28,3,2,80,2,36,5,2,12,1,2,11
27,Yes,Travel_Frequently,878,Research & Development,32,5,Technical Degree,1,958,3,Female,118,2,4,Research Scientist,2,Single,48749,1121227,0,Y,Yes,33,1,4,80,1,8,6,4,5,1,4,2
20,Yes,Non-Travel,1423,Software,4,4,Marketing,1,959,1,Male,182,2,1,Human Resources,2,Married,49449,692286,7,Y,Yes,21,4,3,80,2,28,1,1,8,7,4,3
50,No,Travel_Frequently,876,Software,20,3,Life Sciences,1,960,3,Female,32,3,4,Laboratory Technician,1,Married,30660,582540,5,Y,Yes,18,4,4,80,3,34,4,1,22,16,6,19
36,No,Travel_Rarely,905,Software,46,4,Life Sciences,1,961,4,Male,197,2,1,Laboratory Technician,2,Single,28747,632434,6,Y,Yes,42,2,3,80,2,15,6,3,15,4,15,13
28,Yes,Non-Travel,1188,Human Resources,49,5,Human Resources,1,962,3,Female,196,4,3,Human Resources,3,Married,24628,147768,4,Y,Yes,48,3,2,80,4,2,3,3,2,2,2,2
47,Yes,Non-Travel,364,Software,47,2,Life Sciences,1,963,1,Male,103,3,3,Research Scientist,1,Divorced,35405,566480,6,Y,No,13,2,1,80,2,25,1,1,11,9,7,9
54,Yes,Non-Travel,411,Sales,2,2,Marketing,1,964,3,Male,129,3,5,Laboratory Technician,3,Divorced,34174,273392,7,Y,No,20,4,2,80,4,5,1,2,1,1,1,1
27,No,Travel_Frequently,1011,Software,50,1,Other,1,965,4,Female,51,2,2,Manager,4,Married,28030,812870,2,Y,Yes,13,4,3,80,1,12,4,2,12,11,7,11
33,No,Travel_Frequently,523,Support,30,5,Marketing,1,966,1,Female,171,1,5,Manager,2,Divorced,10806,162090,1,Y,No,29,1,2,80,2,38,3,1,6,1,5,1
26,Yes,Travel_Rarely,1451,Software,20,2,Medical,1,967,1,Male,81,1,5,Developer,4,Married,9522,180918,3,Y,Yes,19,1,2,80,2,18,4,1,1,1,1,1
56,Yes,Travel_Rarely,1124,Research & Development,49,3,Medical,1,968,3,Female,149,3,5,Healthcare Representative,4,Married,15617,124936,7,Y,Yes,10,4,4,80,3,31,4,1,14,8,9,12
44,Yes,Travel_Rarely,920,Software,28,2,Technical Degree,1,969,1,Female,112,2,1,Healthcare Representative,4,Single,15912,334152,7,Y,No,3,3,1,80,4,13,2,3,7,5,1,1
45,No,Travel_Rarely,258,Research & Development,10,2,Technical Degree,1,970,4,Female,88,2,5,Laboratory Technician,1,Married,36550,292400,4,Y,No,34,3,1,80,4,4,5,4,1,1,1,1
18,Yes,Travel_Frequently,1487,Sales,14,4,Marketing,1,971,3,Male,191,3,1,Manufacturing Director,3,Divorced,11653,221407,8,Y,Yes,3,2,3,80,4,5,3,2,1,1,1,1
43,No,Non-Travel,1414,Human Resources,41,4,Medical,1,972,4,Female,55,1,3,Manufacturing Director,4,Single,28502,342024,4,Y,No,10,1,1,80,2,10,5,2,6,2,3,2
36,Yes,Non-Travel,966,Software,7,4,Medical,1,973,1,Male,150,3,2,Sales Representative,3,Married,2289,2289,1,Y,Yes,49,4,1,80,3,24,3,1,16,6,6,13
25,Yes,Travel_Rarely,1438,Research & Development,19,5,Marketing,1,974,3,Female,67,2,4,Healthcare Representative,1,Married,5984,143616,5,Y,No,35,1,4,80,4,1,1,3,1,1,1,1
56,No,Travel_Frequently,826,Research & Development,14,1,Technical Degree,1,975,1,Male,72,4,1,Healthcare Representative,3,Married,37949,986674,4,Y,No,43,4,3,80,1,9,3,4,6,1,2,3
44,Yes,Travel_Frequently,305,Research & Development,6,1,Other,1,976,1,Female,151,2,4,Human Resources,4,Single,30491,91473,6,Y,No,28,1,2,80,4,22,4,4,22,6,14,18
24,Yes,Travel_Rarely,513,Human Resources,1,3,Marketing,1,977,2,Female,98,2,2,Research Director,4,Divorced,43592,305144,1,Y,No,11,2,3,80,3,16,5,3,8,8,8,6
55,Yes,Travel_Rarely,1169,Research & Development,20,5,Technical Degree,1,978,4,Female,196,3,5,Sales Representative,2,Married,47303,1087969,1,Y,No,4,1,3,80,3,40,2,3,38,32,30,12
45,Yes,Travel_Frequently,379,Research & Development,30,5,Life Sciences,1,979,4,Female,55,1,5,Research Director,2,Single,24455,317915,3,Y,Yes,45,3,3,80,2,38,1,1,5,3,1,4
52,No,Non-Travel,314,Research & Development,49,1,Life Sciences,1,980,1,Female,130,3,5,Laboratory Technician,2,Divorced,38868,310944,8,Y,Yes,2,4,2,80,3,39,6,3,22,16,6,4
22,No,Travel_Frequently,741,Hardware,8,4,Human Resources,1,981,3,Male,85,1,3,Manufacturing Director,1,Married,7628,221212,8,Y,Yes,18,3,2,80,2,33,5,3,4,3,2,3
56,No,Non-Travel,566,Research & Development,16,3,Life Sciences,1,982,4,Male,119,1,3,Healthcare Representative,1,Single,24493,563339,7,Y,No,10,3,3,80,3,32,3,4,16,8,6,3
55,Yes,Non-Travel,361,Research & Development,49,4,Other,1,983,4,Male,96,2,3,Sales Representative,3,Single,43202,172808,4,Y,No,31,1,1,80,3,27,4,1,6,4,6,4
40,Yes,Non-Travel,861,Research & Development,26,1,Life Sciences,1,984,1,Female,61,3,1,Healthcare Representative,4,Divorced,48501,291006,4,Y,Yes,3,4,1,80,2,33,6,3,2,1,1,2
22,Yes,Non-Travel,767,Software,13,1,Life Sciences,1,985,4,Female,165,2,4,Sales Executive,2,Divorced,50924,763860,5,Y,No,37,4,3,80,3,39,5,1,32,8,5,27
58,Yes,Travel_Frequently,436,Hardware,10,3,Medical,1,986,3,Female,38,2,1,Developer,2,Single,11551,300326,4,Y,No,35,1,3,80,1,26,1,1,1,1,1,1
33,Yes,Travel_Rarely,799,Human Resources,50,5,Other,1,987,2,Male,131,4,5,Research Scientist,4,Single,10800,64800,6,Y,No,34,3,1,80,2,23,2,1,1,1,1,1
24,Yes,Non-Travel,440,Sales,46,4,Technical Degree,1,988,3,Male,41,2,5,Human Resources,3,Divorced,12317,209389,3,Y,No,7,3,2,80,4,26,6,2,15,2,15,6
29,No,Travel_Rarely,1125,Support,6,2,Human Resources,1,989,4,Male,91,1,5,Human Resources,1,Divorced,8573,120022,3,Y,Yes,47,2,1,80,4,5,4,2,5,2,2,3
25,Yes,Non-Travel,124,Software,35,2,Medical,1,990,3,Female,51,3,4,Laboratory Technician,3,Married,29200,146000,1,Y,No,45,1,1,80,2,21,5,3,20,16,1,18
32,Yes,Travel_Frequently,981,Sales,22,5,Marketing,1,991,3,Female,121,3,1,Manager,2,Divorced,9533,247858,5,Y,No,7,1,1,80,1,21,1,3,7,5,6,1
20,No,Travel_Rarely,530,Human Resources,30,2,Technical Degree,1,992,3,Female,65,1,1,Laboratory Technician,4,Divorced,34269,171345,6,Y,Yes,21,2,4,80,1,22,3,3,3,2,3,1
58,Yes,Travel_Rarely,596,Human Resources,15,3,Technical Degree,1,993,4,Male,156,2,3,Sales Representative,1,Married,46575,698625,8,Y,Yes,32,2,3,80,3,14,5,4,11,9,11,4
20,Yes,Travel_Frequently,901,Human Resources,42,4,Other,1,994,2,Female,39,4,5,Laboratory Technician,4,Divorced,44113,220565,2,Y,Yes,27,1,1,80,2,25,4,4,21,2,8,7
27,No,Travel_Frequently,662,Software,6,2,Life Sciences,1,995,4,Female,152,1,4,Research Scientist,3,Married,20955,272415,8,Y,No,42,3,2,80,4,11,5,4,8,6,3,1
49,No,Non-Travel,1465,Support,28,3,Human Resources,1,996,2,Male,109,1,1,Research Scientist,4,Married,24802,173614,6,Y,No,27,1,1,80,4,30,5,2,29,27,7,12
24,Yes,Travel_Frequently,387,Sales,45,3,Technical Degree,1,997,3,Male,194,4,2,Sales Representative,4,Married,26682,533640,3,Y,Yes,32,3,1,80,3,12,1,1,12,10,1,9
45,Yes,Travel_Rarely,1304,Software,7,5,Other,1,998,4,Female,115,4,4,Sales Representative,3,Married,30627,765675,3,Y,No,42,2,4,80,1,1,3,2,1,1,1,1
39,No,Non-Travel,217,Hardware,39,4,Human Resources,1,999,2,Female,52,4,2,Healthcare Representative,4,Single,21978,307692,2,Y,Yes,8,3,2,80,4,36,1,2,17,9,5,13
19,Yes,Travel_Frequently,1447,Hardware,6,5,Life Sciences,1,1000,3,Female,83,1,2,Healthcare Representative,2,Divorced,18826,376520,0,Y,No,43,1,2,80,4,20,1,1,2,2,1,1
